centre_id,centre_slug,siret,n_pros_rpps,pros_rpps_list
"1a3927fb-0e97-4f57-8b58-4a25473c5dcb","espace-audition-46000-cahors","51991836100048","2","10008708678:ETIENNE REVOL-BUISSON | 10111674387:Marius DESCLOUX"
