id,slug,nom,cp,ville,adresse,departement
"867ad107-21c3-47bf-90b9-2ab3c2df8800","audika-france-71000","AUDIKA FRANCE","71000","","54 RUE FRANCHE","71"
"c43485ef-8572-4929-b0a0-2e4bc94d84ff","audika-france-75015-2","AUDIKA FRANCE","75015","","131 RUE LECOURBE","75"
"c8bef87f-e2e7-4fd2-8168-d5761ab18fd8","audika-france-75018","AUDIKA FRANCE","75018","","32 RUE HERMEL","75"
"7f5956f2-9529-4301-96ae-6cf00125f121","audika-france-75015","AUDIKA FRANCE","75015","","158 RUE DE VAUGIRARD","75"
"d9a106fe-6d6c-4f07-94ea-9a8447d2f83b","audika-france-77100","AUDIKA FRANCE","77100","","75 BIS RUE DU FBG ST-NICOLAS","77"
"ffaa2ab7-7a87-4a28-8645-170e8298bd9e","audika-france-83700","AUDIKA FRANCE","83700","","72 PLACE DU MARECHAL GALLIENI","83"
"b67b9cc9-9cc1-4582-a1b9-828a8f0c0ad7","audika-france-82000","AUDIKA FRANCE","82000","","32 AVENUE DE GAMBETTA","82"
"99a73a0d-34d3-4fd1-84a7-e5ce4b582dbd","audika-france-92310","AUDIKA FRANCE","92310","","52 GRANDE RUE","92"
"94dcb6e3-92de-4ff8-8131-fce65d37b590","audika-france-93100","AUDIKA FRANCE","93100","","219 RUE DE PARIS","93"
"107bf5e9-040b-4d52-b773-d0984628fa1f","audika-france-91120","AUDIKA FRANCE","91120","","76 RUE DE PARIS","91"
"290c3121-f2b8-4b63-932c-db9fac45074e","audika-france-77000","AUDIKA FRANCE","77000","","13 PL. DE LA PORTE DE PARIS","77"
"75144b5a-f5ae-44de-93d6-7d1c5c68d3c8","audika-france-75016-2","AUDIKA FRANCE","75016","","12 AVENUE MOZART","75"
"cb630674-3ed4-4c53-a7a3-433d5f0bffcf","audika-france-75008","AUDIKA FRANCE","75008","","24 AV. DE FRIEDLAND","75"
"0ce51ea8-e47e-4478-b1a8-130c89199f7d","audika-france-80100","AUDIKA FRANCE","80100","","14 RUE JEAN DE PONTHIEU","80"
"344cbb88-ef76-4a97-a443-1be897c1f937","audika-france-78000","AUDIKA FRANCE","78000","","25/27 RUE DU MARECHAL FOCH","78"
"2c9d1914-75c8-415d-9bf8-26a21b5817db","audika-france-85000","AUDIKA FRANCE","85000","","6 RUE PAUL BAUDRY","85"
"c28059f1-aa83-48de-933b-31886847b989","audika-france-78120","AUDIKA FRANCE","78120","","15 RUE PATENOTRE","78"
"a79641c8-460e-43c0-89f3-231e0ff679d0","audika-france-78300","AUDIKA FRANCE","78300","","2 BD DE LA PAIX","78"
"8bba244b-c135-4342-b24b-d551a6bbb248","audika-france-91230","AUDIKA FRANCE","91230","","95 AVENUE DE LA REPUBLIQUE","91"
"cc476f34-b114-4aa3-af73-c3f20d75fb8d","audika-france-79000","AUDIKA FRANCE","79000","","11 AV. DES MARTYRS DE LA RESISTANCE","79"
"23fb7d9d-99c0-468a-8686-72a5ea8fcf5e","audika-france-91700","AUDIKA FRANCE","91700","","61 AVENUE GABRIEL PERI","91"
"2e061b62-7d4d-4d39-af7f-dc197db91460","audika-france-92200","AUDIKA FRANCE","92200","","21,RUE DU CHATEAU","92"
"3c5a9226-e25a-4c61-b872-cf01d198421f","audika-france-84300","AUDIKA FRANCE","84300","","21 RUE LAMARTINE","84"
"5c1a5ab9-bc96-4004-ac6c-1bd738b92fb4","audika-france-92210","AUDIKA FRANCE","92210","","9 RUE DE MONTRETOUT","92"
"77e54c98-ec4b-4cb2-9bad-ae78a7a1fac8","audika-france-93200","AUDIKA FRANCE","93200","","14 RUE GABRIEL PERI","93"
"72915abe-62cc-4f60-88da-5fc4a4830c06","audika-france-93110","AUDIKA FRANCE","93110","","9 PLACE CARNOT","93"
"fa0f5e80-01cb-4de5-9018-af7a4eba0931","audika-france-94000","AUDIKA FRANCE","94000","","44 RUE DU GENERAL LECLERC","94"
"ba81a87c-0e8e-41c9-93da-9e7aea017695","audika-france-93600","AUDIKA FRANCE","93600","","9 ROUTE DE BONDY","93"
"17dcc22a-48f6-4c45-a30e-ab4971eb87d7","audika-france-94600","AUDIKA FRANCE","94600","","4 AVENUE GAMBETTA","94"
"e4320b82-b193-4fc1-be3c-9336cadb42a6","amplifon-france-01000-bourg-en-bresse","AMPLIFON FRANCE","01000","Bourg-en-Bresse","3  RUE BERNARD","01"
"dee16233-0e9a-40a8-9199-8aff85746ca1","amplifon-france-01630-saint-genis-pouilly","AMPLIFON FRANCE","01630","Saint-Genis-Pouilly","1  RUE DE LYON","01"
"1ea32eb7-8d3f-4c4c-89f2-cf6ca82b9a45","sas-sonova-audiological-care-france-46000","SAS SONOVA AUDIOLOGICAL CARE FRANCE","46000","","Chemin DES MATHIEUX LA BEYNE EST","46"
"def07589-4941-4ec8-917c-6f46c6b3465a","amplifon-france-03120-lapalisse","AMPLIFON FRANCE","03120","Lapalisse","7  RUE WINSTON CHURCHILL","03"
"32a7f684-776d-428b-8bd5-125e8a7290bc","amplifon-france-05200-embrun","AMPLIFON FRANCE","05200","Embrun","16  RUE DES CORDELIERS","05"
"a710905d-2cfd-485a-a173-bc7ee84bb6e1","sonova-audiological-care-france-sas-24120-terrasson-lavilledieu","SONOVA AUDIOLOGICAL CARE FRANCE SAS","24120","Terrasson-Lavilledieu","46  AV VICTOR HUGO","24"
"80be73dd-06f4-432c-a79f-02aefb54a088","sas-sonova-audiological-care-france-35000","SAS SONOVA AUDIOLOGICAL CARE FRANCE","35000","","97 Rue DE L'ALMA","35"
"44397e91-4541-4e8e-bd1f-c23efe449f55","amplifon-france-06300-nice","AMPLIFON FRANCE","06300","Nice","27  AV DE LA REPUBLIQUE","06"
"56c56110-03ad-4407-8101-4cbffb56b6f7","sonova-audiological-care-france-sas-32500-fleurance","SONOVA AUDIOLOGICAL CARE FRANCE SAS","32500","Fleurance","95  RUE PASTEUR","32"
"7f2a8355-2579-4be0-b668-938a5c0f103f","sonova-audiological-care-france-sas-48100-marvejols","SONOVA AUDIOLOGICAL CARE FRANCE SAS","48100","Marvejols","3  RUE DE LA REPUBLIQUE","48"
"7e62fab2-e568-4a6d-b706-b58e9f323ac0","amplifon-france-06800-cagnes-sur-mer","AMPLIFON FRANCE","06800","Cagnes-sur-Mer","29  AV DE VERDUN","06"
"e5da64f1-d512-42b0-a61a-76dade6bd9e0","amplifon-france-18000-bourges","AMPLIFON FRANCE","18000","Bourges","21  RUE DU CHATEAU D'EAU","18"
"4369f7db-eb4b-4e4d-879f-57e8c93c0be8","acuitis-france-06000-nice","ACUITIS FRANCE","06000","Nice","30  AV JEAN MEDECIN","06"
"1ae9e38b-19b1-49b0-b5f7-cfe978ddb451","sas-sonova-audiological-care-france-47550","SAS SONOVA AUDIOLOGICAL CARE FRANCE","47550","","Zone d amenagement concerte TRENQUE","47"
"15dfece0-797b-4e9b-9ee7-0fd7a8969c4f","sas-sonova-audiological-care-france-07100","SAS SONOVA AUDIOLOGICAL CARE FRANCE","07100","","18 Avenue JEAN JAURES","07"
"f3c4d70f-8745-4af0-816c-309babeeda4a","amplifon-france-08200-sedan","AMPLIFON FRANCE","08200","Sedan","19  AV MARECHAL LECLERC","08"
"a9be688c-5b4c-452d-8cca-6224b473a5b1","sas-sonova-audiological-care-france-09200","SAS SONOVA AUDIOLOGICAL CARE FRANCE","09200","","9 Rue VILLEFRANCHE","09"
"9c70efe7-0597-46f0-9e9f-802357b09fce","sonova-audiological-care-france-sas-33200-bordeaux","SONOVA AUDIOLOGICAL CARE FRANCE SAS","33200","Bordeaux","237  AV MAL DE LATTRE DE TASSIGNY","33"
"c2d6da7c-5b72-4649-b1ca-b211ac698b8c","amplifon-france-10300-sainte-savine","AMPLIFON FRANCE","10300","Sainte-Savine","27  AV GEN GALLIENI","10"
"bdd1e472-1272-4304-9f47-ec82e57066cb","amplifon-france-38530-pontcharra","AMPLIFON FRANCE","38530","Pontcharra","188  RUE LAURENT GAYET","38"
"ca6919ae-1e36-49cc-8e8a-5fb537d031cc","amplifon-france-38110-la-tour-du-pin","AMPLIFON FRANCE","38110","La Tour-du-Pin","30  RUE ARISTIDE BRIAND","38"
"9e1fa594-0dfe-4f3e-96b0-5b57e0d96e5f","audilab-val-de-france-41100-vendome","AUDILAB VAL DE FRANCE","41100","Vendôme","29  RUE DU CHANGE","41"
"70e86975-2d9e-4ca2-a412-9481ca20237e","audilab-val-de-france-45380","AUDILAB VAL DE FRANCE","45380","","32 Rue NATIONALE","45"
"1bfc5f49-1174-4a2a-ba79-de68b82da93e","amplifon-france-11150-bram","AMPLIFON FRANCE","11150","Bram","60  AV ERNEST LEOTARD","11"
"6c21ff58-6ea3-4962-aad3-025b5c13819c","amplifon-france-12100-millau","AMPLIFON FRANCE","12100","Millau","14  BD DE L AYROLLE","12"
"4b469b8f-b490-4205-abec-e0ab058d842b","amplifon-france-78180-montigny-le-bretonneux","AMPLIFON FRANCE","78180","Montigny-le-Bretonneux","1  BD VAUBAN","78"
"e932947c-7d83-42f7-8971-5eab4b9581d3","amplifon-france-83500-la-seyne-sur-mer","AMPLIFON FRANCE","83500","La Seyne-sur-Mer","RUE EDOUARD MANET","83"
"401d6947-469b-4d44-8e27-d4af2f264e12","sonova-audiological-care-france-sas-13140-miramas","SONOVA AUDIOLOGICAL CARE FRANCE SAS","13140","Miramas","22  AV CHARLES DE GAULLE","13"
"f7b67800-80f5-45cc-9ed4-9aa4f2f2c242","amplifon-france-14760-bretteville-sur-odon","AMPLIFON FRANCE","14760","Bretteville-sur-Odon","12  RUE DES FORQUES","14"
"4b1e6f73-9cda-4fb8-bd75-e83187647f2a","amplifon-france-14000-caen","AMPLIFON FRANCE","14000","Caen","19  PL DE LA REPUBLIQUE","14"
"c3080be8-08c7-494a-9038-04408fc6cf1e","amplifon-france-14200-herouville-saint-clair","AMPLIFON FRANCE","14200","Hérouville-Saint-Clair","BD DU VAL","14"
"20e5ddc1-8423-4fa2-821e-eda4f9746e7e","sonova-audiological-care-france-sas-14700-falaise","SONOVA AUDIOLOGICAL CARE FRANCE SAS","14700","Falaise","36  PL BELLE CROIX","14"
"92d27a3d-3101-4572-9782-c24f5f790470","amplifon-france-01100-oyonnax","AMPLIFON FRANCE","01100","Oyonnax","21  RUE JULES MICHELET","01"
"b33789ef-3e1f-4de7-aa57-20d0011703fd","sas-sonova-audiological-care-france-05000","SAS SONOVA AUDIOLOGICAL CARE FRANCE","05000","","28 Rue PASTEUR","05"
"c5fabd8a-daf8-46b5-bab8-03f0d3d471da","amplifon-france-17140-lagord","AMPLIFON FRANCE","17140","Lagord","4  RUE LOUIS TARDY","17"
"384aad69-8eec-4b89-aea7-2fc9e5a642bf","sas-sonova-audiological-care-france-82200","SAS SONOVA AUDIOLOGICAL CARE FRANCE","82200","","24 Rue MALAVEILLE","82"
"c7c3aa27-c6d9-4a83-a9c0-cc0f1dd93f51","amplifon-france-17000-la-rochelle","AMPLIFON FRANCE","17000","La Rochelle","1  RUE FLEURIAU","17"
"6092be8e-d6ad-4512-a2d3-dcea1589b91c","sonova-audiological-care-france-sas-91410-dourdan","SONOVA AUDIOLOGICAL CARE FRANCE SAS","91410","Dourdan","4  PL DU GENERAL DE GAULLE","91"
"f5c483e4-c465-4a4b-906f-90affe709250","sonova-audiological-care-france-sas-88250-la-bresse","SONOVA AUDIOLOGICAL CARE FRANCE SAS","88250","La Bresse","5  RUE PAUL CLAUDEL","88"
"276f1c25-aa50-4770-97da-608434ea42a7","sonova-audiological-care-france-sas-19130-objat","SONOVA AUDIOLOGICAL CARE FRANCE SAS","19130","Objat","52  AV JEAN LASCAUX","19"
"bb64211f-7b50-4870-8a70-186ee8939e8f","sonova-audiological-care-france-sas-paris-5370","SONOVA AUDIOLOGICAL CARE FRANCE SAS","75012","PARIS","8 RUE DES PIROGUES DE BERCY","75"
"036fb24b-6572-4095-a6e9-ee9a650789c9","amplifon-france-21800-quetigny","AMPLIFON FRANCE","21800","Quetigny","RUE DES CHALANDS","21"
"4cc2739f-f8c7-4c5f-90e1-6c8f5cc11169","amplifon-france-22400-lamballe-armor","AMPLIFON FRANCE","22400","Lamballe-Armor","17  RUE DU VAL","22"
"d6a2d692-1ab7-462c-bf16-c9a1ada22ae3","amplifon-france-13400-aubagne","AMPLIFON FRANCE","13400","Aubagne","2  CRS BARTHELEMY","13"
"f0913fcd-0297-4293-a9a6-4a690f7a96b0","vyv3-ile-de-france-94300-vincennes","VYV3 ILE-DE-FRANCE","94300","Vincennes","8  AV DU CHATEAU","94"
"a346bd3b-a301-4f41-81fd-49bc2439fd9b","sas-sonova-audiological-care-france-22500","SAS SONOVA AUDIOLOGICAL CARE FRANCE","22500","","3 Place DE BRETAGNE","22"
"4cdc5c83-d25e-4cf0-bfc6-2027e6c100d8","sas-sonova-audiological-care-france-19400","SAS SONOVA AUDIOLOGICAL CARE FRANCE","19400","","6 Avenue DU JARDIN PUBLIC","19"
"7322a38e-8385-4b61-b128-0cb8e01083dc","sonova-audiological-care-france-sas-22000","SONOVA AUDIOLOGICAL CARE FRANCE SAS","22000","","9 Boulevard CLEMENCEAU","22"
"1b9ec810-63da-435b-867c-d2359959a8cd","amplifon-france-14120-mondeville","AMPLIFON FRANCE","14120","Mondeville","17  RUE CHAPRON","14"
"705c6246-9247-4ee9-acb6-4c58df23aa95","amplifon-france-01200-valserhone","AMPLIFON FRANCE","01200","Valserhône","5  RUE JOSEPH BERTOLA","01"
"725d9a90-bc7e-4bf6-a095-2ff40fc3b3b1","sas-sonova-audiological-care-france-27600","SAS SONOVA AUDIOLOGICAL CARE FRANCE","27600","","Centre commercial GALERIE MARCHANDE AUCHAN","27"
"95a91f64-08c3-428f-ba67-cb4206e09d2e","audilab-val-de-france-28130","AUDILAB VAL DE FRANCE","28130","","5 Rue DU PONT ROUGE","28"
"f8ad5e21-953b-40ff-9f36-e3cb9d6e9c6d","audilab-val-de-france-28160","AUDILAB VAL DE FRANCE","28160","","26 Rue DE LA CHEVALERIE","28"
"16201132-0fd1-4f8e-bf2f-5bf3a82396bb","sas-sonova-audiological-care-france-sas-29800","SAS SONOVA AUDIOLOGICAL CARE FRANCE SAS","29800","","5 Rue FRANCOIS PENGAM","29"
"0c6da42f-520a-4deb-bdd6-6f5bf0bee66d","sas-sonova-audiological-care-france-29600","SAS SONOVA AUDIOLOGICAL CARE FRANCE","29600","","4 Place CORNIC","29"
"39591204-000a-4912-b47f-8f35ed6c7df5","amplifon-france-29000-quimper","AMPLIFON FRANCE","29000","Quimper","35  AV DE LA GARE","29"
"911fef3e-7e14-433e-9343-c6923fa33c85","amplifon-france-17200-royan","AMPLIFON FRANCE","17200","Royan","58  RUE PIERRE LOTI","17"
"94a8a6ae-2b4d-4676-9fdb-306012bb5119","amplifon-france-21000-dijon-2","AMPLIFON FRANCE","21000","Dijon","19  BD DE BROSSES","21"
"9175c300-a63c-4064-864b-2bd77eed829f","amplifon-france-21140-semur-en-auxois","AMPLIFON FRANCE","21140","Semur-en-Auxois","19  AV DU GEN MAZILLIER","21"
"c60cba41-e47a-4ae3-ba69-6d992215d762","sonova-audiological-care-france-sas-10000-troyes","SONOVA AUDIOLOGICAL CARE FRANCE SAS","10000","Troyes","13  BD DU PREMIER RAM","10"
"17c7c5c6-cd64-4415-b8a2-856ee6e8a814","sas-sonova-audiological-care-france-31700","SAS SONOVA AUDIOLOGICAL CARE FRANCE","31700","","1 Route D'AUSSONNE","31"
"61220379-b013-4a68-860b-6260216ad02c","amplifon-france-31350-boulogne-sur-gesse","AMPLIFON FRANCE","31350","Boulogne-sur-Gesse","52  PL DE LA MAIRIE","31"
"fe7bd477-6093-4b0b-b777-320f86fa0d1f","nd-fort-de-france-0010","[ND]","[ND]","FORT-DE-FRANCE","[ND] [ND] [ND]","[N"
"d824966e-5a0d-404c-a3c1-e204f18a3812","amplifon-france-31800-saint-gaudens","AMPLIFON FRANCE","31800","Saint-Gaudens","26  AV DE L ISLE","31"
"ce628213-6932-49cb-aff8-331caca41585","sonova-audiological-care-france-sas-11370-leucate","SONOVA AUDIOLOGICAL CARE FRANCE SAS","11370","Leucate","CENTRE COMMERCIAL MALAGAITO SUD","11"
"983fbf25-6d95-46e9-bdf5-5d19b83cb533","sogalaud-fort-de-france-0015","SOGALAUD","97200","FORT-DE-FRANCE","55 ROUTE DE MOUTTE","972"
"c73acae3-3e44-4684-9308-67ebd25c307f","amplifon-france-31000-toulouse","AMPLIFON FRANCE","31000","Toulouse","31  ALL JEAN JAURES","31"
"140fde06-dab6-4be0-b2d3-53c06fbfd2a0","medic-all-france-tincques-0017","MEDIC'ALL FRANCE","62127","TINCQUES","27 RUE PRINCIPALE","62"
"dab3fbcd-8848-4946-9b57-786f979ab3e5","amplifon-france-31170-tournefeuille","AMPLIFON FRANCE","31170","Tournefeuille","50  RUE GASTON DOUMERGUE","31"
"c6974cce-44c2-479a-9e9f-1f3a6edcd6e5","sonova-audiological-care-france-sas-32600-l-isle-jourdain","SONOVA AUDIOLOGICAL CARE FRANCE SAS","32600","L'Isle-Jourdain","3  RUE DU XIV JUILLET","32"
"069d6cab-7808-4d5c-b6a6-40d490dcab6c","amplifon-france-16300-barbezieux-saint-hilaire","AMPLIFON FRANCE","16300","Barbezieux-Saint-Hilaire","38  RUE VICTOR HUGO","16"
"6e6961db-a392-46e3-a73f-f39f61dc7710","amplifon-france-11300-limoux","AMPLIFON FRANCE","11300","Limoux","53  RUE JEAN JAURES","11"
"d66f8bd2-355c-4a6f-8f63-2cc51753f8a5","sas-sonova-audiological-care-france-33350","SAS SONOVA AUDIOLOGICAL CARE FRANCE","33350","","1 Avenue DE L'EUROPE","33"
"25f71bc3-003d-4daf-a262-cbc5801bd7da","sas-sonova-audiological-care-france-33160","SAS SONOVA AUDIOLOGICAL CARE FRANCE","33160","","56 Avenue MONTESQUIEU","33"
"cc8ed8aa-3f8f-4158-bca3-32d1a38ad80b","sonova-audiological-care-france-sas-33185","SONOVA AUDIOLOGICAL CARE FRANCE SAS","33185","","3 Square CONDORCET","33"
"c5a8c9fc-db89-4814-843f-88b7242f9310","amplifon-france-33120-arcachon","AMPLIFON FRANCE","33120","Arcachon","24  CRS TARTAS","33"
"e7932e4d-6045-4f5a-ae0d-430bac93d71b","sonova-audiological-care-france-sas-33120","SONOVA AUDIOLOGICAL CARE FRANCE SAS","33120","","71 Cours HERICART DE THURY","33"
"cedbad5a-712d-4f63-8f78-7367927ee809","sonova-audiological-care-france-sas-33440-ambares-et-lagrave","SONOVA AUDIOLOGICAL CARE FRANCE SAS","33440","Ambarès-et-Lagrave","7  RUE EDOUARD HERRIOT","33"
"18ce37e0-506a-435c-918f-a1e6ec69efe8","amplifon-france-33800-bordeaux","AMPLIFON FRANCE","33800","Bordeaux","15  BD ALBERT 1ER","33"
"8aa00390-5fe0-49e1-9f25-5b1f72e0d301","amplifon-france-26000-valence","AMPLIFON FRANCE","26000","Valence","21  RUE CHEVANDIER","26"
"d172afee-7549-4da4-b008-25455c60e446","amplifon-france-14150-ouistreham","AMPLIFON FRANCE","14150","Ouistreham","114  RUE GAMBETTA","14"
"0db34326-7b37-4b99-9a37-6482270a7949","sonova-audiological-care-france-sas-33470-gujan-mestras","SONOVA AUDIOLOGICAL CARE FRANCE SAS","33470","Gujan-Mestras","2  ALL FRANCOIS MANSART","33"
"712e1f80-22ef-4361-bcbe-590945993813","amplifon-france-33260-la-teste-de-buch","AMPLIFON FRANCE","33260","La Teste-de-Buch","1  RUE DU GEN GALLIENI","33"
"517be764-e3a9-4cf2-9004-8ab4bb5e2d52","sonova-audiological-care-france-sas-11200-lezignan-corbieres","SONOVA AUDIOLOGICAL CARE FRANCE SAS","11200","Lézignan-Corbières","16  RUE DES GARRIGUES","11"
"2debdefa-f8c0-4710-8124-1ceb42c07b1f","amplifon-france-33540-sauveterre-de-guyenne","AMPLIFON FRANCE","33540","Sauveterre-de-Guyenne","16  PL DE LA REPUBLIQUE","33"
"b1ff7b33-f535-405d-af72-abd78db3b741","sonova-audiological-care-france-sas-33600-pessac","SONOVA AUDIOLOGICAL CARE FRANCE SAS","33600","Pessac","110  AV PASTEUR","33"
"8ad8a44f-f0bc-4eb4-9452-7a31d99cdf2d","sas-audiological-care-france-34110","SAS AUDIOLOGICAL CARE FRANCE","34110","","33 Rue SAINT-PAUL","34"
"af8e264f-28a3-4e9a-a815-c9e78d08a65d","audilab-val-de-france-28200","AUDILAB VAL DE FRANCE","28200","","Route DE VARENNE","28"
"5141c881-0ffb-4426-9b22-2484cea081b0","afflelou-acousticien-tremblay-en-france-0013","AFFLELOU ACOUSTICIEN","93290","TREMBLAY-EN-FRANCE","30 RUE DES BUISSONS","93"
"641e1c5a-54fb-4db0-ab9c-001ee2017ead","sarl-audition-france-35230","SARL AUDITION FRANCE","35230","","4 Rue DES POTIERS","35"
"9702887a-89ba-4308-acba-af43059509dd","amplifon-france-21130-auxonne","AMPLIFON FRANCE","21130","Auxonne","RUE COLONEL REDOUTEY","21"
"b3bd5471-8e73-4bb0-8210-395018d6ef23","sas-sonova-audiological-care-france-35700","SAS SONOVA AUDIOLOGICAL CARE FRANCE","35700","","149 Rue DE FOUGERES","35"
"c7184eab-58b9-4b05-bdc8-ad4a50fb6743","amplifon-france-35000-rennes-2","AMPLIFON FRANCE","35000","Rennes","2  RUE DE LORIENT","35"
"664f0645-0637-4bba-9d63-cfce5aed4240","sonova-audiological-care-france-sas-27600-gaillon","SONOVA AUDIOLOGICAL CARE FRANCE SAS","27600","Gaillon","8  RUE DES ARRIERES FOSSES","27"
"ade4bc1f-a6f6-40c8-a135-9eeaa66a618e","amplifon-france-36300-le-blanc","AMPLIFON FRANCE","36300","Le Blanc","10  PL ANDRE GASNIER","36"
"276e5ace-d4cc-478b-b3a9-a9ac12343983","sas-sonova-audiological-care-france-31500","SAS SONOVA AUDIOLOGICAL CARE FRANCE","31500","","35 Route D AGDE","31"
"a881261e-01e7-4376-9074-6495d36929a5","amplifon-france-25200-montbeliard","AMPLIFON FRANCE","25200","Montbéliard","4  RUE DE L HOTEL DE VILLE","25"
"257308a6-6534-4438-82ac-3b6f1fad46ea","sas-sonova-audiological-care-france-34440","SAS SONOVA AUDIOLOGICAL CARE FRANCE","34440","","4 Traverse DE BEZIERS","34"
"3a60723b-cfa7-4a8f-8adf-dbbcb2a7470c","sas-sonova-audiological-care-france-38550","SAS SONOVA AUDIOLOGICAL CARE FRANCE","38550","","12 Place PAUL MORAND","38"
"4040b3a3-d085-4083-826d-69dbe8961d8e","amplifon-france-38160-saint-marcellin","AMPLIFON FRANCE","38160","Saint-Marcellin","16  GRANDE RUE","38"
"63aa2d4d-4936-4581-87ce-5c6a1a92bf73","amplifon-france-39600-arbois","AMPLIFON FRANCE","39600","Arbois","GRANDE RUE","39"
"52060e5b-12be-4323-bc03-ff6bb40763ae","audilab-val-de-france-41140","AUDILAB VAL DE FRANCE","41140","","17 Rue PIERRE ET MARIE CURIE","41"
"41d5245b-4ee6-442a-88f7-cdbe25c51e51","audilab-val-de-france-41000","AUDILAB VAL DE FRANCE","41000","","12 Rue DU MAL DE LATTRE DE TASSIGNY","41"
"18202095-b0a5-4120-8886-fee809dfccbd","sonova-audiological-care-france-sas-40100-dax-2","SONOVA AUDIOLOGICAL CARE FRANCE SAS","40100","Dax","28  PL MARECHAL JOFFRE","40"
"f59ca47c-075e-41bc-b4a0-6c3dc5d2baf1","sonova-audiological-care-france-sas-40100-dax","SONOVA AUDIOLOGICAL CARE FRANCE SAS","40100","Dax","28  RUE SAINT PIERRE","40"
"499b1d1e-9019-416e-a3e8-fbfdd5ec3e06","amplifon-france-29170-saint-evarzec","AMPLIFON FRANCE","29170","Saint-Évarzec","10 Rue DE KERNEVELECK","29"
"f52cd425-e642-44ff-a16d-f80569e81133","sonova-audiological-care-france-sas-40160-parentis-en-born","SONOVA AUDIOLOGICAL CARE FRANCE SAS","40160","Parentis-en-Born","71  RTE DE PONTENX","40"
"134db428-e4b1-45b9-9bd1-e6c7b364018b","audilab-val-de-france-41100","AUDILAB VAL DE FRANCE","41100","","Route DE BLOIS","41"
"37207b2d-7a42-4ab5-a757-e500decad398","audilab-val-de-france-41200","AUDILAB VAL DE FRANCE","41200","","11 Place DE LA PAIX","41"
"437e49bc-c9c5-4a71-beb1-f2a4b1744551","sonova-audiological-care-france-sas-41400-montrichard-val-de-cher","SONOVA AUDIOLOGICAL CARE FRANCE SAS","41400","Montrichard Val de Cher","45  RUE NATIONALE","41"
"779417a9-3123-4ca7-80ec-906402350991","sonova-audiological-care-france-sas-33170-gradignan","SONOVA AUDIOLOGICAL CARE FRANCE SAS","33170","Gradignan","231  CRS DU GENERAL DE GAULLE","33"
"809a8284-8bf5-492b-baf2-84f923deccd5","amplifon-france-26100-romans-sur-isere","AMPLIFON FRANCE","26100","Romans-sur-Isère","63  RUE GUILLAUME","26"
"446e2014-a28b-4a12-8db3-3696984afe59","amplifon-france-33700-merignac","AMPLIFON FRANCE","33700","Mérignac","3  AV DE LA LIBERATION","33"
"3cf0d702-ce04-4e30-a0e9-79878dd2ef5c","acuitis-france-42100-saint-etienne","ACUITIS FRANCE","42100","Saint-Étienne","MONTHIEU","42"
"75a5d1fd-3885-4b39-9bd5-5b177753b491","amplifon-france-27400-louviers","AMPLIFON FRANCE","27400","Louviers","6  RUE DU SORNIER","27"
"bf802cb3-d444-44ab-aa83-85b72d0c03d7","amplifon-france-44200-nantes","AMPLIFON FRANCE","44200","Nantes","50  RTE DE CLISSON","44"
"d7114cbd-a852-451d-85f2-0f63dba0d614","sas-sonova-audiological-care-france-32800","SAS SONOVA AUDIOLOGICAL CARE FRANCE","32800","","10 Rue SAINT JULY","32"
"04f21b3c-3e02-4855-896d-2466ee439afb","sonova-audiological-care-france-sas-44000-nantes","SONOVA AUDIOLOGICAL CARE FRANCE SAS","44000","Nantes","31  BD GABRIEL GUIST HAU","44"
"7869fa22-33d3-4826-a3e0-99c720e88916","amplifon-france-44980-sainte-luce-sur-loire","AMPLIFON FRANCE","44980","Sainte-Luce-sur-Loire","PL DU 11 NOVEMBRE 1918","44"
"fda2f411-d7c5-48ac-876b-b50007c54524","audilab-val-de-france-45000","AUDILAB VAL DE FRANCE","45000","","16 Rue BANNIER","45"
"469a14fb-f117-4054-be24-09eb0e9e3d0b","audilab-val-de-france-audilab-45750","AUDILAB VAL DE FRANCE - AUDILAB","45750","","Avenue DU TRAITE DE ROME","45"
"2e815ce2-ee0c-46db-a77b-ef1a07100e36","audilab-val-de-france-45160-olivet","AUDILAB VAL DE FRANCE","45160","Olivet","412  RUE DE LA JUINE","45"
"f322d5a0-8524-4d1b-9ef3-bfa7c02aaa23","amplifon-france-25000-besancon","AMPLIFON FRANCE","25000","Besançon","82  GRANDE RUE","25"
"56dca00a-0f37-407d-8212-a0258d539f58","sas-sonova-audiological-care-france-27950","SAS SONOVA AUDIOLOGICAL CARE FRANCE","27950","","Rue DES CHARTREUX","27"
"345b7ce9-92c8-4b10-b401-4214e9b11265","sonova-audiological-care-france-sas-46220-prayssac","SONOVA AUDIOLOGICAL CARE FRANCE SAS","46220","Prayssac","5  AV MARECHAL BESSIERES","46"
"df8c992f-bbf7-426e-8839-e180de2c59c1","sonova-audiological-care-france-sas-47600","SONOVA AUDIOLOGICAL CARE FRANCE SAS","47600","","7 Avenue MONDENARD","47"
"79e11f0d-d4ac-4481-b2b6-267b3cbc4c17","amplifon-france-47520-le-passage","AMPLIFON FRANCE","47520","Le Passage","108  AV MICHEL RICARD","47"
"157e421b-a74d-443e-8b68-d6da58c7304f","amplifon-france-49160-longue-jumelles","AMPLIFON FRANCE","49160","Longué-Jumelles","8  PL CLEMENCEAU","49"
